Name	Govdirectory URL	Type	Website	source_file
Østre Innlandet District Court	https://www.govdirectory.org/norway/Q105407105/	district court	https://www.domstol.no/enkelt-domstol/ostre-innlandet-tingrett/	Norway
Vestre Innlandet District Court	https://www.govdirectory.org/norway/Q105440173/	district court	https://www.domstol.no/enkelt-domstol/vestre-innlandet--tingrett/	Norway
Agder District Court	https://www.govdirectory.org/norway/Q105440448/	district court	https://www.domstol.no/enkelt-domstol/agder-tingrett/	Norway
Telemark District Court	https://www.govdirectory.org/norway/Q105540593/	district court	https://www.domstol.no/enkelt-domstol/telemark-tingrett/	Norway
Møre og Romsdal District Court	https://www.govdirectory.org/norway/Q105554543/	district court	https://www.domstol.no/enkelt-domstol/more-og-romsdal/	Norway
Vestre Finnmark District Court	https://www.govdirectory.org/norway/Q105582893/	district court	https://www.domstol.no/enkelt-domstol/vestre-finnmark-tingrett/	Norway
Sør-Rogaland District Court	https://www.govdirectory.org/norway/Q105582988/	district court	https://www.domstol.no/no/domstoler/tingrett/sor-rogaland-tingrett/	Norway
Haugaland og Sunnhordland District Court	https://www.govdirectory.org/norway/Q105583085/	district court	https://www.domstol.no/enkelt-domstol/haugaland-og-sunnhordland-tingrett/	Norway
Nord-Troms og Senja District Court	https://www.govdirectory.org/norway/Q105585425/	district court	https://www.domstol.no/enkelt-domstol/nord-troms-og-senja-tingrett/	Norway
Salten og Lofoten District Court	https://www.govdirectory.org/norway/Q105644365/	district court	https://www.domstol.no/enkelt-domstol/salten-og-lofoten-tingrett/	Norway
Midtre Hålogaland tingrett	https://www.govdirectory.org/norway/Q105644405/	district court	https://www.domstol.no/enkelt-domstol/midtre-halogaland-tingrett/	Norway
Embassy of Norway, Kyiv	https://www.govdirectory.org/norway/Q2511037/	embassy	https://www.norway.no/en/ukraine/	Norway
Embassy of Norway, Paris	https://www.govdirectory.org/norway/Q2841823/	embassy	https://www.norway.no/fr/france/	Norway
Norwegian embassy in Stockholm	https://www.govdirectory.org/norway/Q2841829/	embassy	https://www.norway.no/no/sweden/	Norway
Embassy of Norway, Moscow	https://www.govdirectory.org/norway/Q3433356/	embassy	https://www.norway.no/ru/russia/	Norway
Embassy of Norway, Washington, D.C.	https://www.govdirectory.org/norway/Q5369813/	embassy	https://www.norway.no/en/usa/	Norway
Embassy of Norway, Warsaw	https://www.govdirectory.org/norway/Q11685574/	embassy	https://www.norway.no/poland/	Norway
Embassy of Norway, Beijing	https://www.govdirectory.org/norway/Q11992092/	embassy	https://www.norway.no/china/	Norway
Embassy of Norway, Rome	https://www.govdirectory.org/norway/Q14089919/	embassy	https://www.norway.no/it/italy/	Norway
Embassy of Norway in Helsinki	https://www.govdirectory.org/norway/Q15233677/	embassy	https://www.norway.no/finland	Norway
Embassy of Norway in South Sudan	https://www.govdirectory.org/norway/Q16083419/	embassy	https://www.norway.no/en/south-sudan/	Norway
Embassy of Norway, London	https://www.govdirectory.org/norway/Q16891033/	embassy	https://www.norway.no/uk/	Norway
Embassy of Norway, Tallinn	https://www.govdirectory.org/norway/Q17634309/	embassy		Norway
Embassy of Norway, Bangkok	https://www.govdirectory.org/norway/Q18647714/	embassy	https://www.norway.no/en/thailand	Norway
Embassy of Norway, Beirut	https://www.govdirectory.org/norway/Q18647716/	embassy	https://www.norway.no/en/lebanon	Norway
Embassy of Norway, Addis Ababa	https://www.govdirectory.org/norway/Q19383546/	embassy	https://www.norway.no/en/ethiopia	Norway
Embassy of Norway, Algiers	https://www.govdirectory.org/norway/Q19383547/	embassy	https://www.norway.no/fr/algeria/	Norway
Embassy of Norway, Abuja	https://www.govdirectory.org/norway/Q19383544/	embassy	https://www.norway.no/nigeria	Norway
Embassy of Norway, Accra	https://www.govdirectory.org/norway/Q19383545/	embassy	https://www.norway.no/en/ghana/	Norway
Embassy of Norway, Athens	https://www.govdirectory.org/norway/Q19383550/	embassy		Norway
Embassy of Norway, Ankara	https://www.govdirectory.org/norway/Q19383548/	embassy	https://www.norway.no/en/turkiye/	Norway
Embassy of Norway, Berlin	https://www.govdirectory.org/norway/Q19383554/	embassy	https://www.norway.no/de/germany/	Norway
Embassy of Norway, Bern	https://www.govdirectory.org/norway/Q19383555/	embassy	https://www.norway.no/de/switzerland	Norway
Embassy of Norway, Belgrade	https://www.govdirectory.org/norway/Q19383553/	embassy	https://www.norway.no/serbia/	Norway
Embassy of Norway, Brussels	https://www.govdirectory.org/norway/Q19383559/	embassy	https://www.norway.no/en/belgium	Norway
embassy of Norway in Brazil	https://www.govdirectory.org/norway/Q19383557/	embassy	https://www.norway.no/pt/brasil/	Norway
Embassy of Norway, Buenos Aires	https://www.govdirectory.org/norway/Q19383562/	embassy	https://www.norway.no/es/argentina	Norway
Embassy of Norway, Canberra	https://www.govdirectory.org/norway/Q19383563/	embassy	https://www.norway.no/en/australia/	Norway
Embassy of Norway, Bucharest	https://www.govdirectory.org/norway/Q19383560/	embassy	https://www.norway.no/en/romania/	Norway
Embassy of Norway, Budapest	https://www.govdirectory.org/norway/Q19383561/	embassy	https://www.norway.no/hungary/	Norway
Embassy of Norway, Dhaka	https://www.govdirectory.org/norway/Q19383566/	embassy	https://www.norway.no/en/bangladesh	Norway
Embassy of Norway, Dar es Salaam	https://www.govdirectory.org/norway/Q19383565/	embassy	https://www.norway.no/tanzania	Norway
Embassy of Norway, Hanoi	https://www.govdirectory.org/norway/Q19383570/	embassy	https://www.norway.no/en/vietnam/	Norway
Embassy of Norway, Havana	https://www.govdirectory.org/norway/Q19383571/	embassy	https://www.norway.no/es/cuba/	Norway
Embassy of Norway, The Hague	https://www.govdirectory.org/norway/Q19383568/	embassy	https://www.norway.no/en/netherlands	Norway
Embassy of Norway, Kampala	https://www.govdirectory.org/norway/Q19383574/	embassy	https://www.norway.no/en/uganda	Norway
Embassy of Norway, Kathmandu	https://www.govdirectory.org/norway/Q19383575/	embassy	https://www.norway.no/nepal/	Norway
Embassy of Norway, Kabul	https://www.govdirectory.org/norway/Q19383572/	embassy	https://www.norway.no/afghanistan	Norway
Embassy of Norway, Cairo	https://www.govdirectory.org/norway/Q19383573/	embassy	https://www.norway.no/en/egypt/	Norway
Embassy of Norway, Khartoum	https://www.govdirectory.org/norway/Q19383576/	embassy	https://www.norway.no/en/sudan	Norway
Embassy of Norway, Kuala Lumpur	https://www.govdirectory.org/norway/Q19383577/	embassy	https://www.norway.no/en/malaysia	Norway
Embassy of Norway, Luanda	https://www.govdirectory.org/norway/Q19383583/	embassy	https://norway.no/en/angola	Norway
Embassy of Norway, Copenhagen	https://www.govdirectory.org/norway/Q19383580/	embassy	https://www.norway.no/denmark	Norway
Embassy of Norway, Lisbon	https://www.govdirectory.org/norway/Q19383581/	embassy	https://www.norway.no/pt/portugal	Norway
Embassy of Norway, Maputo	https://www.govdirectory.org/norway/Q19383586/	embassy		Norway
Embassy of Norway, Mexico City	https://www.govdirectory.org/norway/Q19383587/	embassy	https://www.norway.no/es/mexico/	Norway
Embassy of Norway, Madrid	https://www.govdirectory.org/norway/Q19383584/	embassy	https://www.norway.no/es/spain/	Norway
Embassy of Norway, Manila	https://www.govdirectory.org/norway/Q19383585/	embassy	https://www.norway.no/en/philippines/	Norway
Embassy of Norway, Nicosia	https://www.govdirectory.org/norway/Q19383590/	embassy		Norway
Embassy of Norway, Ottawa	https://www.govdirectory.org/norway/Q19383591/	embassy	https://www.norway.no/en/canada/	Norway
Embassy of Norway, Nairobi	https://www.govdirectory.org/norway/Q19383588/	embassy	https://www.norway.no/en/kenya/	Norway
Embassy of Norway, New Delhi	https://www.govdirectory.org/norway/Q19383589/	embassy	https://www.norway.no/en/india/	Norway
Embassy of Norway, Pretoria	https://www.govdirectory.org/norway/Q19383594/	embassy	https://www.norway.no/en/south-africa/	Norway
Embassy of Norway, Rabat	https://www.govdirectory.org/norway/Q19383595/	embassy	https://www.norway.no/morocco/	Norway
Embassy of Norway, Prague	https://www.govdirectory.org/norway/Q19383592/	embassy	https://www.norway.no/cs/Czech-Republic/	Norway
Embassy of Norway, Seoul	https://www.govdirectory.org/norway/Q19383598/	embassy	https://www.norway.no/south-korea/	Norway
Embassy of Norway, Singapore	https://www.govdirectory.org/norway/Q19383599/	embassy	https://www.norway.no/singapore	Norway
Embassy of Norway, Reykjavik	https://www.govdirectory.org/norway/Q19383596/	embassy	https://www.norway.no/no/Iceland/	Norway
Embassy of Norway, Santiago	https://www.govdirectory.org/norway/Q19383597/	embassy	https://www.norway.no/es/chile/	Norway
Embassy of Norway, Tel Aviv	https://www.govdirectory.org/norway/Q19383602/	embassy	https://www.norway.no/en/israel/	Norway
Embassy of Norway, Tokyo	https://www.govdirectory.org/norway/Q19383603/	embassy	https://www.norway.no/ja/japan/	Norway
Embassy of Norway, Tehran	https://www.govdirectory.org/norway/Q19383601/	embassy	https://www.norway.no/en/iran/	Norway
Embassy of Norway, Vienna	https://www.govdirectory.org/norway/Q19383605/	embassy	https://www.norway.no/de/austria/	Norway
Embassy of Norway, Vilnius	https://www.govdirectory.org/norway/Q25434681/	embassy	https://www.norway.no/en/lithuania	Norway
Embassy of Norway in Dublin	https://www.govdirectory.org/norway/Q48816232/	embassy	https://www.norway.no/en/ireland/	Norway
embassy of Norway in Saudi Arabia	https://www.govdirectory.org/norway/Q68170077/	embassy	https://www.norway.no/en/Saudi-Arabia/	Norway
Embassy of Norway, Amman	https://www.govdirectory.org/norway/Q102077967/	embassy	https://www.norway.no/en/jordan/	Norway
Embassy of Norway in Myanmar	https://www.govdirectory.org/norway/Q105969140/	embassy	https://www.norway.no/en/myanmar	Norway
Embassy of Norway in Kosovo	https://www.govdirectory.org/norway/Q106317196/	embassy	https://www.norway.no/en/kosovo/	Norway
Embassy of Norway in Bosnia and Herzegovina	https://www.govdirectory.org/norway/Q106335998/	embassy	https://www.norway.no/en/bosnia-herzegovina	Norway
Embassy of Norway in Mali	https://www.govdirectory.org/norway/Q106337708/	embassy	https://www.norway.no/mali/	Norway
Embassy of Norway in Colombia	https://www.govdirectory.org/norway/Q106353162/	embassy	https://www.norway.no/colombia	Norway
Embassy of Norway in Croatia	https://www.govdirectory.org/norway/Q106353661/	embassy	https://www.norway.no/croatia	Norway
Embassy of Norway in the Democratic Republic of Congo	https://www.govdirectory.org/norway/Q106354140/	embassy	https://www.norway.no/fr/democratic-republic-of-congo/	Norway
Embassy of Norway in Georgia	https://www.govdirectory.org/norway/Q106355483/	embassy	https://www.norway.no/georgia	Norway
Embassy of Norway in Indonesia	https://www.govdirectory.org/norway/Q106357020/	embassy	https://www.norway.no/en/indonesia	Norway
Embassy of Norway in the United Arab Emirates	https://www.govdirectory.org/norway/Q106357333/	embassy	https://www.norway.no/en/united-arab-emirates	Norway
Embassy of Norway in Latvia	https://www.govdirectory.org/norway/Q106358243/	embassy	https://www.norway.no/en/latvia/	Norway
Embassy of Norway in Malawi	https://www.govdirectory.org/norway/Q106358772/	embassy	https://www.norway.no/en/malawi/	Norway
Embassy of Norway in Sri Lanka	https://www.govdirectory.org/norway/Q106358817/	embassy	https://www.norway.no/en/sri-lanka/	Norway
Embassy of Norway in Pakistan	https://www.govdirectory.org/norway/Q106359092/	embassy	https://www.norway.no/en/pakistan/	Norway
Embassy of Norway in Slovakia	https://www.govdirectory.org/norway/Q106364022/	embassy	https://www.norway.no/slovakia	Norway
Embassy of Norway in Guinea	https://www.govdirectory.org/norway/Q120550779/	embassy		Norway
Birkenes	https://www.govdirectory.org/norway/Q88802/	municipality of Norway	https://www.birkenes.kommune.no/	Norway
Bykle Municipality	https://www.govdirectory.org/norway/Q88806/	municipality of Norway	https://www.bykle.kommune.no/	Norway
Bygland	https://www.govdirectory.org/norway/Q88804/	municipality of Norway	https://www.bygland.kommune.no/	Norway
Froland Municipality	https://www.govdirectory.org/norway/Q88810/	municipality of Norway	https://www.froland.kommune.no/	Norway
Evje og Hornnes Municipality	https://www.govdirectory.org/norway/Q88808/	municipality of Norway	https://www.e-h.kommune.no/	Norway
Gjerstad	https://www.govdirectory.org/norway/Q88813/	municipality of Norway	https://www.gjerstad.kommune.no/	Norway
Grimstad	https://www.govdirectory.org/norway/Q90590/	municipality of Norway	https://www.grimstad.kommune.no/	Norway
Risør Municipality	https://www.govdirectory.org/norway/Q90595/	municipality of Norway	https://www.risor.kommune.no/	Norway
Iveland Municipality	https://www.govdirectory.org/norway/Q90592/	municipality of Norway	https://www.iveland.kommune.no/	Norway
Lillesand	https://www.govdirectory.org/norway/Q90593/	municipality of Norway	https://www.lillesand.kommune.no/	Norway
Valle Municipality	https://www.govdirectory.org/norway/Q90598/	municipality of Norway	https://www.valle.kommune.no/	Norway
Tvedestrand	https://www.govdirectory.org/norway/Q90597/	municipality of Norway	https://www.tvedestrand.kommune.no/	Norway
Vegårshei Municipality	https://www.govdirectory.org/norway/Q90600/	municipality of Norway	https://www.vegarshei.kommune.no/	Norway
Åmli Municipality	https://www.govdirectory.org/norway/Q90601/	municipality of Norway	https://www.amli.kommune.no/	Norway
Flesberg Municipality	https://www.govdirectory.org/norway/Q93633/	municipality of Norway	https://www.flesberg.kommune.no/	Norway
Flå Municipality	https://www.govdirectory.org/norway/Q93703/	municipality of Norway	https://www.flaa.kommune.no/	Norway
Lillehammer Municipality	https://www.govdirectory.org/norway/Q101341/	municipality of Norway	https://www.lillehammer.kommune.no/	Norway
Molde Municipality	https://www.govdirectory.org/norway/Q104095/	municipality of Norway	https://www.molde.kommune.no/	Norway
Vadsø	https://www.govdirectory.org/norway/Q104379/	municipality of Norway	https://www.vadso.kommune.no/	Norway
Hamar Municipality	https://www.govdirectory.org/norway/Q104400/	municipality of Norway	https://www.hamar.kommune.no/	Norway
Fredrikstad Municipality	https://www.govdirectory.org/norway/Q107135/	municipality of Norway	https://www.fredrikstad.kommune.no/	Norway
Hammerfest Municipality	https://www.govdirectory.org/norway/Q107351/	municipality of Norway	https://hammerfest.kommune.no/	Norway
Tønsberg	https://www.govdirectory.org/norway/Q107392/	municipality of Norway	https://www.tonsberg.kommune.no/	Norway
Sarpsborg Municipality	https://www.govdirectory.org/norway/Q108025/	municipality of Norway	https://www.sarpsborg.com/	Norway
Gjøvik Municipality	https://www.govdirectory.org/norway/Q108031/	municipality of Norway	https://www.gjovik.kommune.no/	Norway
Vardø Municipality	https://www.govdirectory.org/norway/Q108983/	municipality of Norway	https://www.vardo.kommune.no/	Norway
Kongsberg Municipality	https://www.govdirectory.org/norway/Q108988/	municipality of Norway	https://www.kongsberg.kommune.no/	Norway
Røros Municipality	https://www.govdirectory.org/norway/Q108999/	municipality of Norway	https://roros.kommune.no/	Norway
Sandefjord	https://www.govdirectory.org/norway/Q109005/	municipality of Norway	https://www.sandefjord.kommune.no/	Norway
Moss Municipality	https://www.govdirectory.org/norway/Q109021/	municipality of Norway	https://www.moss.kommune.no/	Norway
Hitra Municipality	https://www.govdirectory.org/norway/Q109025/	municipality of Norway	https://www.hitra.kommune.no/	Norway
Voss	https://www.govdirectory.org/norway/Q109031/	municipality of Norway	https://voss.herad.no/	Norway
Haugesund Municipality	https://www.govdirectory.org/norway/Q109036/	municipality of Norway	https://www.haugesund.kommune.no/	Norway
Halden Municipality	https://www.govdirectory.org/norway/Q109042/	municipality of Norway	https://www.halden.kommune.no/	Norway
Horten Municipality	https://www.govdirectory.org/norway/Q109048/	municipality of Norway	https://www.horten.kommune.no/	Norway
Elverum Municipality	https://www.govdirectory.org/norway/Q109140/	municipality of Norway	https://www.elverum.kommune.no/	Norway
Kristiansund Municipality	https://www.govdirectory.org/norway/Q109483/	municipality of Norway	https://www.kristiansund.kommune.no/	Norway
Berlevåg Municipality	https://www.govdirectory.org/norway/Q109489/	municipality of Norway	https://www.berlevag.kommune.no/	Norway
Kongsvinger Municipality	https://www.govdirectory.org/norway/Q109499/	municipality of Norway	https://www.kongsvinger.kommune.no/	Norway
Hasvik Municipality	https://www.govdirectory.org/norway/Q109841/	municipality of Norway	https://www.hasvik.kommune.no/	Norway
Øvre Eiker	https://www.govdirectory.org/norway/Q110311/	municipality of Norway	https://ovre-eiker.kommune.no/	Norway
Steinkjer Municipality	https://www.govdirectory.org/norway/Q110431/	municipality of Norway	https://www.steinkjer.kommune.no/	Norway
Ringerike	https://www.govdirectory.org/norway/Q110848/	municipality of Norway	https://www.ringerike.kommune.no/	Norway
Namsos Municipality	https://www.govdirectory.org/norway/Q111039/	municipality of Norway	https://namsos.kommune.no/	Norway
Brønnøy Municipality	https://www.govdirectory.org/norway/Q112855/	municipality of Norway	http://www.bronnoy.kommune.no/	Norway
Vågå	https://www.govdirectory.org/norway/Q113438/	municipality of Norway	https://www.vaga.kommune.no/	Norway
Ringsaker Municipality	https://www.govdirectory.org/norway/Q113466/	municipality of Norway	https://www.ringsaker.kommune.no/	Norway
Fitjar	https://www.govdirectory.org/norway/Q113491/	municipality of Norway	http://www.fitjar.kommune.no/	Norway
Ål	https://www.govdirectory.org/norway/Q113538/	municipality of Norway	https://www.aal.kommune.no/	Norway
Bømlo Municipality	https://www.govdirectory.org/norway/Q113552/	municipality of Norway	https://www.bomlo.kommune.no/	Norway
Oppdal	https://www.govdirectory.org/norway/Q113595/	municipality of Norway	https://www.oppdal.kommune.no/	Norway
Nesseby Municipality	https://www.govdirectory.org/norway/Q113662/	municipality of Norway	https://www.nesseby.kommune.no/	Norway
Måsøy Municipality	https://www.govdirectory.org/norway/Q113697/	municipality of Norway	https://www.masoy.kommune.no/	Norway
Andøy Municipality	https://www.govdirectory.org/norway/Q113710/	municipality of Norway	http://www.andoy.kommune.no/	Norway
Høyanger Municipality	https://www.govdirectory.org/norway/Q113720/	municipality of Norway	https://www.hoyanger.kommune.no/	Norway
Gamvik Municipality	https://www.govdirectory.org/norway/Q113729/	municipality of Norway	https://www.gamvik.kommune.no/	Norway
Skjervøy Municipality	https://www.govdirectory.org/norway/Q128762/	municipality of Norway	https://www.skjervoy.kommune.no/	Norway
Røst Municipality	https://www.govdirectory.org/norway/Q130048/	municipality of Norway	https://rost.kommune.no/	Norway
Larvik	https://www.govdirectory.org/norway/Q156125/	municipality of Norway	https://www.larvik.kommune.no/	Norway
Skiptvet Municipality	https://www.govdirectory.org/norway/Q156420/	municipality of Norway	https://www.skiptvet.kommune.no/	Norway
Ørsta Municipality	https://www.govdirectory.org/norway/Q156453/	municipality of Norway	https://www.orsta.kommune.no/	Norway
Høylandet Municipality	https://www.govdirectory.org/norway/Q162144/	municipality of Norway	https://www.hoylandet.kommune.no/	Norway
Gratangen Municipality	https://www.govdirectory.org/norway/Q175704/	municipality of Norway	http://www.gratangen.kommune.no/	Norway
Modalen	https://www.govdirectory.org/norway/Q202605/	municipality of Norway	https://www.modalen.kommune.no/	Norway
Askøy Municipality	https://www.govdirectory.org/norway/Q215374/	municipality of Norway	https://askoy.kommune.no/	Norway
Levanger Municipality	https://www.govdirectory.org/norway/Q216430/	municipality of Norway	https://www.levanger.kommune.no/	Norway
Gulen Municipality	https://www.govdirectory.org/norway/Q217793/	municipality of Norway	https://www.gulen.kommune.no/	Norway
Stjørdal Municipality	https://www.govdirectory.org/norway/Q217802/	municipality of Norway	https://www.stjordal.kommune.no/	Norway
Alstahaug Municipality	https://www.govdirectory.org/norway/Q217808/	municipality of Norway	https://www.alstahaug.kommune.no/	Norway
Bodø Municipality	https://www.govdirectory.org/norway/Q221119/	municipality of Norway	https://bodo.kommune.no/	Norway
Hjelmeland Municipality	https://www.govdirectory.org/norway/Q250055/	municipality of Norway	https://www.hjelmeland.kommune.no/	Norway
Dyrøy Municipality	https://www.govdirectory.org/norway/Q252381/	municipality of Norway	https://www.dyroy.kommune.no/	Norway
Gjesdal Municipality	https://www.govdirectory.org/norway/Q255148/	municipality of Norway	https://www.gjesdal.kommune.no/	Norway
Grong Municipality	https://www.govdirectory.org/norway/Q258084/	municipality of Norway	https://www.grong.kommune.no/	Norway
Åfjord Municipality	https://www.govdirectory.org/norway/Q270835/	municipality of Norway	https://www.afjord.kommune.no/	Norway
Åmot Municipality	https://www.govdirectory.org/norway/Q271063/	municipality of Norway	https://www.amot.kommune.no/	Norway
Årdal Municipality	https://www.govdirectory.org/norway/Q271140/	municipality of Norway	https://www.ardal.kommune.no/	Norway
Åseral Municipality	https://www.govdirectory.org/norway/Q271275/	municipality of Norway	https://aseral.kommune.no/	Norway
Sirdal	https://www.govdirectory.org/norway/Q281835/	municipality of Norway	https://www.sirdal.kommune.no/	Norway
Vik Municipality	https://www.govdirectory.org/norway/Q303521/	municipality of Norway	https://www.vik.kommune.no/	Norway
Øksnes	https://www.govdirectory.org/norway/Q308134/	municipality of Norway	https://www.oksnes.kommune.no/	Norway
Ørland Municipality	https://www.govdirectory.org/norway/Q308245/	municipality of Norway	https://orland.kommune.no/	Norway
Østre Toten Municipality	https://www.govdirectory.org/norway/Q308420/	municipality of Norway	https://www.ostre-toten.kommune.no/	Norway
Øyer	https://www.govdirectory.org/norway/Q316779/	municipality of Norway	https://www.oyer.kommune.no/	Norway
Øystre Slidre Municipality	https://www.govdirectory.org/norway/Q329894/	municipality of Norway	https://www.oystre-slidre.kommune.no/	Norway
Gloppen Municipality	https://www.govdirectory.org/norway/Q383492/	municipality of Norway	https://gloppen.kommune.no/	Norway
Holmestrand	https://www.govdirectory.org/norway/Q483871/	municipality of Norway	http://www.holmestrand.kommune.no/	Norway
Eigersund Municipality	https://www.govdirectory.org/norway/Q483877/	municipality of Norway	https://www.eigersund.kommune.no/	Norway
Porsanger Municipality	https://www.govdirectory.org/norway/Q483885/	municipality of Norway	https://www.porsanger.kommune.no/	Norway
Smøla Municipality	https://www.govdirectory.org/norway/Q483899/	municipality of Norway	https://www.smola.kommune.no/	Norway
Karmøy Municipality	https://www.govdirectory.org/norway/Q483902/	municipality of Norway	https://www.karmoy.kommune.no/	Norway
Råde Municipality	https://www.govdirectory.org/norway/Q483906/	municipality of Norway	https://www.rade.kommune.no/	Norway
Rollag Municipality	https://www.govdirectory.org/norway/Q483911/	municipality of Norway	https://www.rollag.kommune.no/	Norway
Tana Municipality	https://www.govdirectory.org/norway/Q483964/	municipality of Norway	https://www.tana.kommune.no/	Norway
Rakkestad Municipality	https://www.govdirectory.org/norway/Q483969/	municipality of Norway	https://www.rakkestad.kommune.no/	Norway
Eidfjord Municipality	https://www.govdirectory.org/norway/Q483977/	municipality of Norway	https://www.eidfjord.kommune.no/	Norway
Nesbyen municipality	https://www.govdirectory.org/norway/Q483986/	municipality of Norway	http://www.nes-bu.kommune.no/	Norway
Modum Municipality	https://www.govdirectory.org/norway/Q484001/	municipality of Norway	https://www.modum.kommune.no/	Norway
Austevoll Municipality	https://www.govdirectory.org/norway/Q484008/	municipality of Norway	https://www.austevoll.kommune.no/	Norway
Bø Municipality	https://www.govdirectory.org/norway/Q484012/	municipality of Norway	https://www.boe.kommune.no/	Norway
Hadsel Municipality	https://www.govdirectory.org/norway/Q484043/	municipality of Norway	https://www.hadsel.kommune.no/	Norway
Bamble	https://www.govdirectory.org/norway/Q484052/	municipality of Norway	https://www.bamble.kommune.no/	Norway
Hol Municipality	https://www.govdirectory.org/norway/Q484057/	municipality of Norway	https://www.hol.kommune.no/	Norway
Folldal	https://www.govdirectory.org/norway/Q484064/	municipality of Norway	https://www.folldal.kommune.no/	Norway
Kvinnherad Municipality	https://www.govdirectory.org/norway/Q484070/	municipality of Norway	https://www.kvinnherad.kommune.no/	Norway
Nord-Aurdal Municipality	https://www.govdirectory.org/norway/Q484074/	municipality of Norway	https://www.nord-aurdal.kommune.no/	Norway
Austrheim Municipality	https://www.govdirectory.org/norway/Q484080/	municipality of Norway	https://www.austrheim.kommune.no/	Norway
Holtålen Municipality	https://www.govdirectory.org/norway/Q484084/	municipality of Norway	https://holtalen.kommune.no/	Norway
Røyrvik Municipality	https://www.govdirectory.org/norway/Q484088/	municipality of Norway	https://www.royrvik.kommune.no/	Norway
Søndre Land Municipality	https://www.govdirectory.org/norway/Q484093/	municipality of Norway	https://www.sondre-land.kommune.no/	Norway
Sørfold Municipality	https://www.govdirectory.org/norway/Q484097/	municipality of Norway	https://www.sorfold.kommune.no/	Norway
Averøy Municipality	https://www.govdirectory.org/norway/Q484111/	municipality of Norway	https://www.averoy.kommune.no/	Norway
Frøya Municipality	https://www.govdirectory.org/norway/Q484119/	municipality of Norway	https://www.froya.kommune.no/	Norway
Skjåk	https://www.govdirectory.org/norway/Q484116/	municipality of Norway	https://www.skjaak.kommune.no/	Norway
Gildeskål Municipality	https://www.govdirectory.org/norway/Q484208/	municipality of Norway	https://www.gildeskal.kommune.no/	Norway
Fedje Municipality	https://www.govdirectory.org/norway/Q484213/	municipality of Norway	http://www.fedje.kommune.no/	Norway
Nord-Odal Municipality	https://www.govdirectory.org/norway/Q484218/	municipality of Norway	https://www.nord-odal.kommune.no/	Norway
Lødingen Municipality	https://www.govdirectory.org/norway/Q484252/	municipality of Norway	https://www.lodingen.kommune.no/	Norway
Osen	https://www.govdirectory.org/norway/Q484257/	municipality of Norway	https://www.osen.kommune.no/	Norway
Rana Municipality	https://www.govdirectory.org/norway/Q484322/	municipality of Norway	https://www.rana.kommune.no/	Norway
Stord Municipality	https://www.govdirectory.org/norway/Q485253/	municipality of Norway	https://www.stord.kommune.no/	Norway
Sauda Municipality	https://www.govdirectory.org/norway/Q485297/	municipality of Norway	https://www.sauda.kommune.no/	Norway
Hå Municipality	https://www.govdirectory.org/norway/Q485608/	municipality of Norway	https://www.ha.no/	Norway
Dovre Municipality	https://www.govdirectory.org/norway/Q486677/	municipality of Norway	https://www.dovre.kommune.no/	Norway
Aurland Municipality	https://www.govdirectory.org/norway/Q486700/	municipality of Norway	https://aurland.kommune.no/	Norway
Jevnaker	https://www.govdirectory.org/norway/Q486704/	municipality of Norway	http://www.jevnaker.kommune.no/	Norway
Gausdal Municipality	https://www.govdirectory.org/norway/Q486713/	municipality of Norway	https://www.gausdal.kommune.no/	Norway
Balsfjord Municipality	https://www.govdirectory.org/norway/Q486717/	municipality of Norway	https://www.balsfjord.kommune.no/	Norway
Sigdal Municipality	https://www.govdirectory.org/norway/Q486726/	municipality of Norway	https://www.sigdal.kommune.no/	Norway
Marker Municipality	https://www.govdirectory.org/norway/Q486736/	municipality of Norway	https://www.marker.kommune.no/	Norway
Nordre Land Municipality	https://www.govdirectory.org/norway/Q486741/	municipality of Norway	https://www.nordre-land.kommune.no/	Norway
Beiarn Municipality	https://www.govdirectory.org/norway/Q487524/	municipality of Norway	https://www.beiarn.kommune.no/	Norway
Kvam Municipality	https://www.govdirectory.org/norway/Q487529/	municipality of Norway	https://www.kvam.no/	Norway
Hamarøy Municipality	https://www.govdirectory.org/norway/Q487538/	municipality of Norway	https://www.hamaroy.kommune.no/	Norway
Moskenes	https://www.govdirectory.org/norway/Q487636/	municipality of Norway	https://moskenes.kommune.no/	Norway
Ulvik Municipality	https://www.govdirectory.org/norway/Q487711/	municipality of Norway	https://www.ulvik.kommune.no/	Norway
Nes Municipality	https://www.govdirectory.org/norway/Q488026/	municipality of Norway	https://www.nes.kommune.no/	Norway
Rødøy	https://www.govdirectory.org/norway/Q488046/	municipality of Norway	http://www.rodoy.kommune.no/	Norway
Etnedal Municipality	https://www.govdirectory.org/norway/Q488049/	municipality of Norway	https://www.etnedal.kommune.no/	Norway
Sør-Fron Municipality	https://www.govdirectory.org/norway/Q488054/	municipality of Norway	https://www.sor-fron.kommune.no/	Norway
Vestnes Municipality	https://www.govdirectory.org/norway/Q488060/	municipality of Norway	https://www.vestnes.kommune.no/	Norway
Osterøy Municipality	https://www.govdirectory.org/norway/Q488067/	municipality of Norway	https://www.osteroy.kommune.no/	Norway
Rennebu Municipality	https://www.govdirectory.org/norway/Q488124/	municipality of Norway	https://www.rennebu.kommune.no/	Norway
